"CountryCode"|"CountryName"|"FullyVaccinated"|"TravelOpenness"|"EntryRestrictions"|"Covid19Test"|"Quarantine"
HND|Honduras|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
HND|Honduras|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
HRV|Croatia|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
HRV|Croatia|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
HTI|Haiti|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
HTI|Haiti|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
HUN|Hungary|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|OPTIONAL_COVID_19_TEST|MANDATORY_QUARANTINE
HUN|Hungary|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|OPTIONAL_COVID_19_TEST|MANDATORY_QUARANTINE
IDN|Indonesia|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
IDN|Indonesia|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
IMN|Isle of Man|0|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
IMN|Isle of Man|1|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
IND|India|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
IND|India|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
IOT|British Indian Ocean Territory|0|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
IOT|British Indian Ocean Territory|1|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
IRL|Ireland|0|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
IRL|Ireland|1|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
IRN|Iran|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
IRN|Iran|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
IRQ|Iraq|0|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
IRQ|Iraq|1|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MAY_BE_REQUIRED_COVID_19_TEST|MANDATORY_QUARANTINE
ISL|Iceland|0|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
ISL|Iceland|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
ISR|Israel|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
ISR|Israel|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
ITA|Italy|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
ITA|Italy|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
JAM|Jamaica|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
JAM|Jamaica|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
JEY|Jersey|0|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
JEY|Jersey|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
JOR|Jordan|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
JOR|Jordan|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
JPN|Japan|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
JPN|Japan|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
KAZ|Kazakhstan|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
KAZ|Kazakhstan|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
KEN|Kenya|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
KEN|Kenya|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
KGZ|Kyrgyzstan|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
KGZ|Kyrgyzstan|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
KHM|Cambodia|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
KHM|Cambodia|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
KIR|Kiribati|0|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
KIR|Kiribati|1|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
KNA|Saint Kitts and Nevis|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
KNA|Saint Kitts and Nevis|1|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
KOR|South Korea|0|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
KOR|South Korea|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
KWT|Kuwait|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
KWT|Kuwait|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
LAO|Laos|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
LAO|Laos|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
LBN|Lebanon|0|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
LBN|Lebanon|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
LBR|Liberia|0|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
LBR|Liberia|1|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
LBY|Libya|0|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
LBY|Libya|1|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
LCA|Saint Lucia|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
LCA|Saint Lucia|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
LIE|Liechtenstein|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
LIE|Liechtenstein|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
LKA|Sri Lanka|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
LKA|Sri Lanka|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
LSO|Lesotho|0|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
LSO|Lesotho|1|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
LTU|Lithuania|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
LTU|Lithuania|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
LUX|Luxembourg|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
LUX|Luxembourg|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
LVA|Latvia|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
LVA|Latvia|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
MAC|Macau|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
MAC|Macau|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
MAR|Morocco|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
MAR|Morocco|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
MCO|Monaco|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
MCO|Monaco|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
MDA|Moldova|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
MDA|Moldova|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
MDG|Madagascar|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
MDG|Madagascar|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
MDV|Maldives|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
MDV|Maldives|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
MEX|Mexico|0|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
MEX|Mexico|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
MHL|Marshall Islands|0|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
MHL|Marshall Islands|1|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
MKD|North Macedonia|0|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|MANDATORY_QUARANTINE
MKD|North Macedonia|1|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|MANDATORY_QUARANTINE
MLI|Mali|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
MLI|Mali|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
MLT|Malta|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
MLT|Malta|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
MMR|Myanmar|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
MMR|Myanmar|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
MNE|Montenegro|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
MNE|Montenegro|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
MNG|Mongolia|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
MNG|Mongolia|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
MNP|Northern Mariana Islands|0|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
MNP|Northern Mariana Islands|1|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
MOZ|Mozambique|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
MOZ|Mozambique|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
MRT|Mauritania|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
MRT|Mauritania|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
MSR|Montserrat|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
MSR|Montserrat|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
MTQ|Martinique|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
MTQ|Martinique|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
MUS|Mauritius|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
MUS|Mauritius|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
MWI|Malawi|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
MWI|Malawi|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
MYS|Malaysia|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
MYS|Malaysia|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
NAM|Namibia|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
NAM|Namibia|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
NER|Niger|0|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
NER|Niger|1|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
NFK|Norfolk Island|0|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
NFK|Norfolk Island|1|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
NGA|Nigeria|0|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
NGA|Nigeria|1|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
NIC|Nicaragua|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
NIC|Nicaragua|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
NIU|Niue|0|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
NIU|Niue|1|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
NLD|Netherlands|0|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
NLD|Netherlands|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
NOR|Norway|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
NOR|Norway|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
NPL|Nepal|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
NPL|Nepal|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
NRU|Nauru|0|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
NRU|Nauru|1|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
NZL|New Zealand|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
NZL|New Zealand|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
OMN|Oman|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
OMN|Oman|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
PAK|Pakistan|0|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
PAK|Pakistan|1|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
PAN|Panama|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
PAN|Panama|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
PCN|Pitcairn Islands|0|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
PCN|Pitcairn Islands|1|NO_INFORMATION|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
PER|Peru|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
PER|Peru|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
PHL|Philippines|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
PHL|Philippines|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
PLW|Palau|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
PLW|Palau|1|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
PNG|Papua New Guinea|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
PNG|Papua New Guinea|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
POL|Poland|0|LEVEL_3|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|MANDATORY_QUARANTINE
POL|Poland|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
PRI|Puerto Rico|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
PRI|Puerto Rico|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|MANDATORY_QUARANTINE
PRT|Portugal|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
PRT|Portugal|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
PRY|Paraguay|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
PRY|Paraguay|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
PSE|Palestinian Territories|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
PSE|Palestinian Territories|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
PYF|French Polynesia|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
PYF|French Polynesia|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
QAT|Qatar|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
QAT|Qatar|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
REU|Réunion|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MANDATORY_QUARANTINE
REU|Réunion|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
ROU|Romania|0|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
ROU|Romania|1|LEVEL_1|MANDATORY_ENTRY_RESTRICTIONS|NOT_REQUIRED_COVID_19_TEST|NOT_REQUIRED_QUARANTINE
RUS|Russia|0|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
RUS|Russia|1|LEVEL_4|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
RWA|Rwanda|0|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
RWA|Rwanda|1|LEVEL_2|MANDATORY_ENTRY_RESTRICTIONS|MANDATORY_COVID_19_TEST|MAY_BE_REQUIRED_QUARANTINE
